country,Year,totalSulfurEmissions
"Congo, Dem. Rep.",1987,283
"Congo, Dem. Rep.",1988,266
"Congo, Dem. Rep.",1989,247
"Congo, Dem. Rep.",1990,200
"Congo, Dem. Rep.",1991,157
"Congo, Dem. Rep.",1992,165.0
"Congo, Dem. Rep.",1993,163.0
"Congo, Dem. Rep.",1994,176.0
"Congo, Dem. Rep.",1995,184.0
"Congo, Dem. Rep.",1996,161
"Congo, Dem. Rep.",1997,167
"Congo, Dem. Rep.",1998,169.0
"Congo, Dem. Rep.",1999,154.0
"Congo, Rep.",1970,1.57
"Congo, Rep.",1971,1.55
"Congo, Rep.",1972,1.6
"Congo, Rep.",1973,1.78
"Congo, Rep.",1974,1.91
"Congo, Rep.",1975,1.91
"Congo, Rep.",1976,1.93
"Congo, Rep.",1977,1.83
"Congo, Rep.",1978,1.91
"Congo, Rep.",1979,2.08
"Congo, Rep.",1980,2.09
"Congo, Rep.",1981,1.87
"Congo, Rep.",1982,9
"Congo, Rep.",1983,7.5
"Congo, Rep.",1984,7.96
"Congo, Rep.",1985,7.57
"Congo, Rep.",1986,7.44
"Congo, Rep.",1987,5.82
"Congo, Rep.",1988,6.48
"Congo, Rep.",1989,7.03
"Congo, Rep.",1990,7.48
"Congo, Rep.",1991,7.15
"Congo, Rep.",1992,7.62
"Congo, Rep.",1993,4.79
"Congo, Rep.",1994,7.38
"Congo, Rep.",1995,5.43
"Congo, Rep.",1996,4.79
"Congo, Rep.",1997,2.26
"Congo, Rep.",1998,2.46
"Congo, Rep.",1999,9.71
Colombia,1970,48.2
Colombia,1971,49.5
Colombia,1972,53.3
Colombia,1973,59.1
Colombia,1974,58.8
Colombia,1975,61.6
Colombia,1976,66.3
Colombia,1977,64.5
Colombia,1978,69.3
Colombia,1979,67.2
Colombia,1980,68.8
Colombia,1981,66.9
Colombia,1982,84
Colombia,1983,96.1
Colombia,1984,88
Colombia,1985,87.2
Colombia,1986,90.6
Colombia,1987,87.5
Colombia,1988,95.8
Colombia,1989,96.7
Colombia,1990,103
Colombia,1991,105
Colombia,1992,112.0
Colombia,1993,108.0
Colombia,1994,115.0
Colombia,1995,118.0
Colombia,1996,121
Colombia,1997,125
Colombia,1998,117.0
Colombia,1999,130.0
Cape Verde,1970,0.296
Cape Verde,1971,0.287
Cape Verde,1972,0.296
Cape Verde,1973,0.302
Cape Verde,1974,0.278
Cape Verde,1975,0.263
Cape Verde,1976,0.28
Cape Verde,1977,0.263
Cape Verde,1978,0.271
Cape Verde,1979,0.284
Cape Verde,1980,0.278
Cape Verde,1981,0.266
Cape Verde,1982,0.246
Cape Verde,1983,0.249
Cape Verde,1984,0.244
Cape Verde,1985,0.244
Cape Verde,1986,0.243
Cape Verde,1987,0.245
Cape Verde,1988,0.245
Cape Verde,1989,0.244
Cape Verde,1990,0.259
Cape Verde,1991,0.275
Cape Verde,1992,0.292
Cape Verde,1993,0.31
Cape Verde,1994,0.33
Cape Verde,1995,0.35200000000000004
Cape Verde,1996,0.375
Cape Verde,1997,0.399
Cape Verde,1998,0.425
Cape Verde,1999,0.45399999999999996
Costa Rica,1970,13.4
Costa Rica,1971,14
Costa Rica,1972,12.9
Costa Rica,1973,12.6
Costa Rica,1974,8.82
Costa Rica,1975,7.49
Costa Rica,1976,11.4
Costa Rica,1977,14.2
Costa Rica,1978,12.1
Costa Rica,1979,17.1
Costa Rica,1980,15.1
Costa Rica,1981,12.6
Costa Rica,1982,8.26
Costa Rica,1983,9.35
Costa Rica,1984,9.47
Costa Rica,1985,14.4
Costa Rica,1986,15
Costa Rica,1987,15
Costa Rica,1988,15.4
Costa Rica,1989,9.55
Costa Rica,1990,8.39
Costa Rica,1991,10.9
Costa Rica,1992,9.33
Costa Rica,1993,9.86
Costa Rica,1994,12.8
Costa Rica,1995,11.6
Costa Rica,1996,11
Costa Rica,1997,2
Costa Rica,1998,1.42
Costa Rica,1999,1.79
Cuba,1970,196
Cuba,1971,195
Cuba,1972,199
Cuba,1973,222
Cuba,1974,226
Cuba,1975,213
Cuba,1976,232
Cuba,1977,222
Cuba,1978,214
Cuba,1979,238
Cuba,1980,244
Cuba,1981,223
Cuba,1982,202
Cuba,1983,197
Cuba,1984,192
Cuba,1985,190
Cuba,1986,207
Cuba,1987,233
Cuba,1988,239
Cuba,1989,217
Cuba,1990,216
Cuba,1991,206
Cuba,1992,192.0
Cuba,1993,202.0
Cuba,1994,173.0
Cuba,1995,195.0
Cuba,1996,182
Cuba,1997,185
Cuba,1998,200.0
Cuba,1999,246.0
Cyprus,1970,42.1
Cyprus,1971,54.1
Cyprus,1972,49.2
Cyprus,1973,41.5
Cyprus,1974,32.5
Cyprus,1975,27.2
Cyprus,1976,25.4
Cyprus,1977,20.5
Cyprus,1978,14.3
Cyprus,1979,14
Cyprus,1980,14
Cyprus,1981,16.5
Cyprus,1982,15
Cyprus,1983,16.5
Cyprus,1984,17.5
Cyprus,1985,19
Cyprus,1986,19.5
Cyprus,1987,21
Cyprus,1988,21
Cyprus,1989,23
Cyprus,1990,16.5
Cyprus,1991,19.5
Cyprus,1992,21.5
Cyprus,1993,21.0
Cyprus,1994,20.5
Cyprus,1995,22.5
Cyprus,1996,23.5
Cyprus,1997,24.5
Cyprus,1998,25.0
Cyprus,1999,24.6
Czech Republic,1970,993
Czech Republic,1971,1010
Czech Republic,1972,990
Czech Republic,1973,1020
Czech Republic,1974,1080
Czech Republic,1975,1100
Czech Republic,1976,1140
Czech Republic,1977,1150
Czech Republic,1978,1160
Czech Republic,1979,1130
Czech Republic,1980,1170
Czech Republic,1981,1190
Czech Republic,1982,1170
Czech Republic,1983,1150
Czech Republic,1984,1140
Czech Republic,1985,1090
Czech Republic,1986,1080
Czech Republic,1987,1030
Czech Republic,1988,999
Czech Republic,1989,938
Czech Republic,1990,888
Czech Republic,1991,769
Czech Republic,1992,710.0
Czech Republic,1993,635.0
Czech Republic,1994,546.0
Czech Republic,1995,473.0
Czech Republic,1996,351
Czech Republic,1997,222
Czech Republic,1998,134.0
Czech Republic,1999,132.0
Germany,1970,3920
Germany,1971,3820
Germany,1972,3860
Germany,1973,3850
Germany,1974,3740
Germany,1975,3760
Germany,1976,3680
Germany,1977,3520
Germany,1978,3730
Germany,1979,3760
Germany,1980,3720
Germany,1981,3720
Germany,1982,3670
Germany,1983,3820
Germany,1984,3870
Germany,1985,3820
Germany,1986,3700
Germany,1987,3240
Germany,1988,3080
Germany,1989,2660
Germany,1990,2000
Germany,1991,1650
Germany,1992,1470.0
Germany,1993,1240.0
Germany,1994,969.0
Germany,1995,670.0
Germany,1996,520
Germany,1997,418
Germany,1998,368.0
Germany,1999,318.0
Djibouti,1970,1.46
Djibouti,1971,1.49
Djibouti,1972,1.61
Djibouti,1973,1.72
Djibouti,1974,1.55
Djibouti,1975,1.52
Djibouti,1976,1.64
Djibouti,1977,1.63
Djibouti,1978,1.7
Djibouti,1979,1.77
Djibouti,1980,1.81
Djibouti,1981,1.76
Djibouti,1982,1.74
Djibouti,1983,1.75
Djibouti,1984,1.76
Djibouti,1985,1.76
Djibouti,1986,1.8
Djibouti,1987,1.79
Djibouti,1988,1.8
Djibouti,1989,1.75
Djibouti,1990,1.77
Djibouti,1991,1.79
Djibouti,1992,1.81
Djibouti,1993,1.83
Djibouti,1994,1.85
Djibouti,1995,1.87
Djibouti,1996,1.89
Djibouti,1997,1.92
Djibouti,1998,1.94
Djibouti,1999,1.96
Denmark,1970,228
Denmark,1971,203
Denmark,1972,212
Denmark,1973,225
Denmark,1974,209
Denmark,1975,181
Denmark,1976,198
Denmark,1977,185
Denmark,1978,207
Denmark,1979,226
Denmark,1980,185
Denmark,1981,189
Denmark,1982,161
Denmark,1983,153
Denmark,1984,170
Denmark,1985,144
Denmark,1986,128
Denmark,1987,125
Denmark,1988,98.4
Denmark,1989,88
Denmark,1990,118
Denmark,1991,90
Denmark,1992,72.5
Denmark,1993,72.5
Denmark,1994,68.0
Denmark,1995,86.0
Denmark,1996,49
Denmark,1997,36
Denmark,1998,26.5
Denmark,1999,13.5
Dominican Republic,1970,8.52
Dominican Republic,1971,16.8
Dominican Republic,1972,31.5
Dominican Republic,1973,41.4
Dominican Republic,1974,39.8
Dominican Republic,1975,36.5
Dominican Republic,1976,40.4
Dominican Republic,1977,29.7
Dominican Republic,1978,40.7
Dominican Republic,1979,30.2
Dominican Republic,1980,36.5
Dominican Republic,1981,19.2
Dominican Republic,1982,33
Dominican Republic,1983,35.1
Dominican Republic,1984,35.8
Dominican Republic,1985,30.5
Dominican Republic,1986,40.4
Dominican Republic,1987,36.9
Dominican Republic,1988,38.2
Dominican Republic,1989,35.3
Dominican Republic,1990,40.8
Dominican Republic,1991,41.1
Dominican Republic,1992,41.6
Dominican Republic,1993,44.1
Dominican Republic,1994,43.8
Dominican Republic,1995,41.3
Dominican Republic,1996,44
Dominican Republic,1997,41.8
Dominican Republic,1998,32.1
Dominican Republic,1999,37.8
Algeria,1970,25.9
Algeria,1971,22.4
Algeria,1972,22.9
Algeria,1973,21.5
Algeria,1974,18
Algeria,1975,16.7
Algeria,1976,19.6
Algeria,1977,31.3
Algeria,1978,29.8
Algeria,1979,76.8
Algeria,1980,87.8
Algeria,1981,99.4
Algeria,1982,120
Algeria,1983,155
Algeria,1984,132
Algeria,1985,105
Algeria,1986,110
Algeria,1987,109
Algeria,1988,108
Algeria,1989,112
Algeria,1990,122
Algeria,1991,130
Algeria,1992,135.0
Algeria,1993,135.0
Algeria,1994,145.0
Algeria,1995,143.0
Algeria,1996,160
Algeria,1997,171
Algeria,1998,193.0
Algeria,1999,210.0
Ecuador,1970,27.3
Ecuador,1971,28.4
Ecuador,1972,27.8
Ecuador,1973,38.4
Ecuador,1974,36.1
Ecuador,1975,33.3
Ecuador,1976,29.2
Ecuador,1977,46.2
Ecuador,1978,55.2
Ecuador,1979,62.8
Ecuador,1980,65.1
Ecuador,1981,66.1
Ecuador,1982,55.3
Ecuador,1983,72.2
Ecuador,1984,56.2
Ecuador,1985,46.9
Ecuador,1986,70.6
Ecuador,1987,59.2
Ecuador,1988,52.4
Ecuador,1989,55.9
Ecuador,1990,60.5
Ecuador,1991,64.2
Ecuador,1992,57.8
Ecuador,1993,63.0
Ecuador,1994,63.5
Ecuador,1995,72.8
Ecuador,1996,73.6
Ecuador,1997,74.3
Ecuador,1998,86.7
Ecuador,1999,95.2
Egypt,1970,70.7
Egypt,1971,87.7
Egypt,1972,86.9
Egypt,1973,107
Egypt,1974,146
Egypt,1975,159
Egypt,1976,203
Egypt,1977,202
Egypt,1978,209
Egypt,1979,244
Egypt,1980,268
Egypt,1981,277
Egypt,1982,248
Egypt,1983,273
Egypt,1984,280
Egypt,1985,283
Egypt,1986,313
Egypt,1987,308
Egypt,1988,299
Egypt,1989,302
Egypt,1990,298
Egypt,1991,281
Egypt,1992,295.0
Egypt,1993,284.0
Egypt,1994,272.0
Egypt,1995,271.0
Egypt,1996,260
Egypt,1997,253
Egypt,1998,242.0
Egypt,1999,228.0
Eritrea,1970,3.88
Eritrea,1971,3.95
Eritrea,1972,4.28
Eritrea,1973,4.55
Eritrea,1974,4.12
Eritrea,1975,4.04
Eritrea,1976,4.34
Eritrea,1977,4.32
Eritrea,1978,4.5
Eritrea,1979,4.69
Eritrea,1980,4.79
Eritrea,1981,4.68
Eritrea,1982,4.61
Eritrea,1983,4.65
Eritrea,1984,4.67
Eritrea,1985,4.67
Eritrea,1986,4.78
Eritrea,1987,4.76
Eritrea,1988,4.78
Eritrea,1989,4.64
Eritrea,1990,4.68
Eritrea,1991,4.73
Eritrea,1992,4.78
Eritrea,1993,4.82
Eritrea,1994,4.87
Eritrea,1995,4.91
Eritrea,1996,4.96
Eritrea,1997,5.01
Eritrea,1998,5.06
Eritrea,1999,5.1
Spain,1970,1030
Spain,1971,1130
Spain,1972,1230
Spain,1973,1440
Spain,1974,1500
Spain,1975,1450
Spain,1976,1420
Spain,1977,1300
Spain,1978,1260
Spain,1979,1420
Spain,1980,1390
Spain,1981,1370
Spain,1982,1380
Spain,1983,1260
Spain,1984,1200
Spain,1985,1130
Spain,1986,1070
Spain,1987,894
Spain,1988,1060
Spain,1989,1090
Spain,1990,1080
Spain,1991,1070
Spain,1992,1010.0
Spain,1993,982.0
Spain,1994,904.0
Spain,1995,791.0
Spain,1996,870
Spain,1997,804
Spain,1998,820.0
Spain,1999,761.0
Estonia,1970,123
Estonia,1971,126
Estonia,1972,129
Estonia,1973,134
Estonia,1974,138
Estonia,1975,139
Estonia,1976,142
Estonia,1977,143
Estonia,1978,143
Estonia,1979,144
Estonia,1980,131
Estonia,1981,129
Estonia,1982,123
Estonia,1983,118
Estonia,1984,127
Estonia,1985,128
Estonia,1986,128
Estonia,1987,127
Estonia,1988,127
Estonia,1989,126
Estonia,1990,123
Estonia,1991,93.7
Estonia,1992,76.9
Estonia,1993,74.5
Estonia,1994,59.3
Estonia,1995,62.6
Estonia,1996,59.5
Estonia,1997,55
Estonia,1998,51.3
Estonia,1999,47.7
Ethiopia,1970,63.8
Ethiopia,1971,64.5
Ethiopia,1972,70.1
Ethiopia,1973,72.1
Ethiopia,1974,64.9
Ethiopia,1975,62.1
Ethiopia,1976,66.3
Ethiopia,1977,64.3
Ethiopia,1978,69.1
Ethiopia,1979,74.5
Ethiopia,1980,72.8
Ethiopia,1981,68.2
Ethiopia,1982,64.3
Ethiopia,1983,65.2
Ethiopia,1984,62.7
Ethiopia,1985,64.5
Ethiopia,1986,67.9
Ethiopia,1987,64.6
Ethiopia,1988,64.7
Ethiopia,1989,63.2
Ethiopia,1990,51.4
Ethiopia,1991,51.2
Ethiopia,1992,62.2
Ethiopia,1993,73.1
Ethiopia,1994,72.7
Ethiopia,1995,75.7
Ethiopia,1996,73.2
Ethiopia,1997,71.1
Ethiopia,1998,74.1
Ethiopia,1999,77.2
Finland,1970,236
Finland,1971,228
Finland,1972,237
Finland,1973,267
Finland,1974,268
Finland,1975,246
Finland,1976,289
Finland,1977,261
Finland,1978,285
Finland,1979,292
Finland,1980,267
Finland,1981,242
Finland,1982,186
Finland,1983,184
Finland,1984,191
Finland,1985,166
Finland,1986,164
Finland,1987,151
Finland,1988,122
Finland,1989,119
Finland,1990,97
Finland,1991,70.5
Finland,1992,61.0
Finland,1993,57.5
Finland,1994,48.5
Finland,1995,52.5
Finland,1996,49.5
Finland,1997,44.5
Finland,1998,42.5
Finland,1999,38.0
Fiji,1970,0.252
Fiji,1971,0.449
Fiji,1972,0.646
Fiji,1973,0.843
Fiji,1974,2.09
Fiji,1975,1.08
Fiji,1976,2.22
Fiji,1977,2.76
Fiji,1978,2.74
Fiji,1979,2.67
Fiji,1980,2.41
Fiji,1981,3
Fiji,1982,2.14
Fiji,1983,2.54
Fiji,1984,1.84
Fiji,1985,1.68
Fiji,1986,1.75
Fiji,1987,1.9
Fiji,1988,1.47
Fiji,1989,1.58
Fiji,1990,1.47
Fiji,1991,1.53
Fiji,1992,1.53
Fiji,1993,1.58
Fiji,1994,1.54
Fiji,1995,1.52
Fiji,1996,1.47
Fiji,1997,1.46
Fiji,1998,1.54
Fiji,1999,1.37
France,1970,1610
France,1971,1710
France,1972,2000
France,1973,2000
France,1974,1740
France,1975,1710
France,1976,1550
France,1977,1610
France,1978,1710
France,1979,1630
France,1980,1280
France,1981,1230
France,1982,1010
France,1983,903
France,1984,754
France,1985,689
France,1986,681
France,1987,628
France,1988,710
France,1989,663
France,1990,722
France,1991,631
France,1992,547.0
France,1993,521.0
France,1994,489.0
France,1995,477.0
France,1996,403
France,1997,412
France,1998,353.0
France,1999,314.0
Faeroe Islands,1970,0.0126
Faeroe Islands,1971,0.0155
Faeroe Islands,1972,0.0185
Faeroe Islands,1973,0.0214
Faeroe Islands,1974,0.0244
Faeroe Islands,1975,0.0273
Faeroe Islands,1976,0.0303
Faeroe Islands,1977,0.0332
Faeroe Islands,1978,0.0362
Faeroe Islands,1979,0.0391
Faeroe Islands,1980,0.0421
Faeroe Islands,1981,0.045
Faeroe Islands,1982,0.048
Faeroe Islands,1983,0.0509
Faeroe Islands,1984,0.0539
Faeroe Islands,1985,0.0568
Faeroe Islands,1986,0.0598
Faeroe Islands,1987,0.0628
Faeroe Islands,1988,0.0657
Faeroe Islands,1989,0.0687
Faeroe Islands,1990,0.068
Faeroe Islands,1991,0.0674
Faeroe Islands,1992,0.0667
Faeroe Islands,1993,0.0661
Faeroe Islands,1994,0.0655
Faeroe Islands,1995,0.0649
Faeroe Islands,1996,0.0643
Faeroe Islands,1997,0.0636
Faeroe Islands,1998,0.063
Faeroe Islands,1999,0.0625
Gabon,1970,55.9
Gabon,1971,59.5
Gabon,1972,66.3
Gabon,1973,70.2
Gabon,1974,58.5
Gabon,1975,62.1
Gabon,1976,78.9
Gabon,1977,95.4
Gabon,1978,74.5
Gabon,1979,76.3
Gabon,1980,70.5
Gabon,1981,64.2
Gabon,1982,49.9
Gabon,1983,48.5
Gabon,1984,44.2
Gabon,1985,40.6
Gabon,1986,33
Gabon,1987,31.8
Gabon,1988,36.3
Gabon,1989,22
Gabon,1990,20.8
Gabon,1991,29.4
Gabon,1992,30.2
Gabon,1993,28.9
Gabon,1994,28.3
Gabon,1995,28.0
Gabon,1996,27.2
Gabon,1997,27.4
Gabon,1998,27.3
Gabon,1999,26.7
United Kingdom,1970,3020
United Kingdom,1971,2950
United Kingdom,1972,3000
United Kingdom,1973,2780
United Kingdom,1974,2680
United Kingdom,1975,2560
United Kingdom,1976,2540
United Kingdom,1977,2610
United Kingdom,1978,2760
United Kingdom,1979,2430
United Kingdom,1980,2200
United Kingdom,1981,2090
United Kingdom,1982,1920
United Kingdom,1983,1850
United Kingdom,1984,1860
United Kingdom,1985,1940
United Kingdom,1986,1940
United Kingdom,1987,1910
United Kingdom,1988,1850
United Kingdom,1989,1860
United Kingdom,1990,1770
United Kingdom,1991,1730
United Kingdom,1992,1560.0
United Kingdom,1993,1340.0
United Kingdom,1994,1180.0
United Kingdom,1995,1010.0
United Kingdom,1996,835
United Kingdom,1997,804
United Kingdom,1998,615.0
United Kingdom,1999,595.0
Georgia,1970,98.4
Georgia,1971,101
Georgia,1972,104
Georgia,1973,107
Georgia,1974,111
Georgia,1975,111
Georgia,1976,114
Georgia,1977,115
Georgia,1978,114
Georgia,1979,115
Georgia,1980,121
Georgia,1981,125
Georgia,1982,134
Georgia,1983,133
Georgia,1984,137
Georgia,1985,128
Georgia,1986,129
Georgia,1987,128
Georgia,1988,125
Georgia,1989,124
Georgia,1990,97
Georgia,1991,67.6
Georgia,1992,35.7
Georgia,1993,23.4
Georgia,1994,10.2
Georgia,1995,15.1
Georgia,1996,16.6
Georgia,1997,10.1
Georgia,1998,4.3
Georgia,1999,4.5
Ghana,1970,17.9
Ghana,1971,19.2
Ghana,1972,19.9
Ghana,1973,22.3
Ghana,1974,24.4
Ghana,1975,20.9
Ghana,1976,24.2
Ghana,1977,20.4
Ghana,1978,19.1
Ghana,1979,19.9
Ghana,1980,18.3
Ghana,1981,14.8
Ghana,1982,8.96
Ghana,1983,12.9
Ghana,1984,17.2
Ghana,1985,16.7
Ghana,1986,16.8
Ghana,1987,15.2
Ghana,1988,16.7
Ghana,1989,14.9
Ghana,1990,16.3
Ghana,1991,15.9
Ghana,1992,15.4
Ghana,1993,17.4
Ghana,1994,16.2
Ghana,1995,16.3
Ghana,1996,10.8
Ghana,1997,14.9
Ghana,1998,17.9
Ghana,1999,16.7
Gibraltar,1970,0.103
Gibraltar,1971,0.133
Gibraltar,1972,0.163
Gibraltar,1973,0.193
Gibraltar,1974,0.223
Gibraltar,1975,0.253
Gibraltar,1976,0.282
Gibraltar,1977,0.312
Gibraltar,1978,0.342
Gibraltar,1979,0.372
Gibraltar,1980,0.402
Gibraltar,1981,0.432
Gibraltar,1982,0.462
Gibraltar,1983,0.492
Gibraltar,1984,0.522
Gibraltar,1985,0.552
Gibraltar,1986,0.582
Gibraltar,1987,0.612
Gibraltar,1988,0.642
Gibraltar,1989,0.672
Gibraltar,1990,0.777
Gibraltar,1991,0.899
Gibraltar,1992,1.04
Gibraltar,1993,1.2
Gibraltar,1994,1.39
Gibraltar,1995,1.61
Gibraltar,1996,1.86
Gibraltar,1997,2.16
Gibraltar,1998,2.49
Gibraltar,1999,2.88
Guinea,1970,10.5
Guinea,1971,10.7
Guinea,1972,11.6
Guinea,1973,12.3
Guinea,1974,11.1
Guinea,1975,10.9
Guinea,1976,11.8
Guinea,1977,11.7
Guinea,1978,12.2
Guinea,1979,12.7
Guinea,1980,13
Guinea,1981,12.7
Guinea,1982,12.5
Guinea,1983,12.6
Guinea,1984,12.6
Guinea,1985,12.6
Guinea,1986,12.9
Guinea,1987,12.9
Guinea,1988,12.9
Guinea,1989,12.6
Guinea,1990,12.7
Guinea,1991,12.9
Guinea,1992,13.0
Guinea,1993,13.2
Guinea,1994,13.3
Guinea,1995,13.5
Guinea,1996,13.7
Guinea,1997,13.8
Guinea,1998,14.0
Guinea,1999,14.2
Guinea-Bissau,1970,1.68
Guinea-Bissau,1971,1.71
Guinea-Bissau,1972,1.85
Guinea-Bissau,1973,1.97
Guinea-Bissau,1974,1.78
Guinea-Bissau,1975,1.75
Guinea-Bissau,1976,1.88
Guinea-Bissau,1977,1.87
Guinea-Bissau,1978,1.95
Guinea-Bissau,1979,2.03
Guinea-Bissau,1980,2.07
Guinea-Bissau,1981,2.02
Guinea-Bissau,1982,2
Guinea-Bissau,1983,2.01
Guinea-Bissau,1984,2.02
Guinea-Bissau,1985,2.02
Guinea-Bissau,1986,2.07
Guinea-Bissau,1987,2.06
Guinea-Bissau,1988,2.07
Guinea-Bissau,1989,2.01
Guinea-Bissau,1990,2.02
Guinea-Bissau,1991,2.04
Guinea-Bissau,1992,2.05
Guinea-Bissau,1993,2.07
Guinea-Bissau,1994,2.08
Guinea-Bissau,1995,2.1
Guinea-Bissau,1996,2.11
Guinea-Bissau,1997,2.13
Guinea-Bissau,1998,2.14
Guinea-Bissau,1999,2.16
Greece,1970,121
Greece,1971,129
Greece,1972,173
Greece,1973,158
Greece,1974,180
Greece,1975,204
Greece,1976,198
Greece,1977,192
Greece,1978,216
Greece,1979,200
Greece,1980,231
Greece,1981,218
Greece,1982,235
Greece,1983,241
Greece,1984,250
Greece,1985,251
Greece,1986,269
Greece,1987,268
Greece,1988,266
Greece,1989,246
Greece,1990,267
Greece,1991,272
Greece,1992,272.0
Greece,1993,256.0
Greece,1994,268.0
Greece,1995,261.0
Greece,1996,258
Greece,1997,262
Greece,1998,269.0
Greece,1999,245.0
Greenland,1970,0.349
Greenland,1971,0.0898
Greenland,1972,0.179
Greenland,1973,0.0961
Greenland,1974,0.0721
Greenland,1975,0.0481
Greenland,1976,0.0405
Greenland,1977,0.033
Greenland,1978,0.0357
Greenland,1979,0.0254
Greenland,1980,0.0267
Greenland,1981,0.013
Greenland,1982,0.0119
Greenland,1983,0.0115
Greenland,1984,0.0235
Greenland,1985,0.0354
Greenland,1986,0.0473
Greenland,1987,0.0593
Greenland,1988,0.0712
Greenland,1989,0.0831
Greenland,1990,0.0827
Greenland,1991,0.0822
Greenland,1992,0.0818
Greenland,1993,0.0813
Greenland,1994,0.0808
Greenland,1995,0.0804
Greenland,1996,0.0799
Greenland,1997,0.0795
Greenland,1998,0.0791
Greenland,1999,0.0786
Guatemala,1970,21.1
Guatemala,1971,22.7
Guatemala,1972,24.2
Guatemala,1973,26.7
Guatemala,1974,26.7
Guatemala,1975,29.7
Guatemala,1976,29.6
Guatemala,1977,33
Guatemala,1978,54.2
Guatemala,1979,45.7
Guatemala,1980,26.1
Guatemala,1981,17.5
Guatemala,1982,12.6
Guatemala,1983,15.9
Guatemala,1984,13.4
Guatemala,1985,11.8
Guatemala,1986,12.5
Guatemala,1987,13.8
Guatemala,1988,13.3
Guatemala,1989,13.3
Guatemala,1990,15.5
Guatemala,1991,17.8
Guatemala,1992,17.6
Guatemala,1993,21.0
Guatemala,1994,20.8
Guatemala,1995,22.7
Guatemala,1996,25.2
Guatemala,1997,25.4
Guatemala,1998,33.1
Guatemala,1999,37.3
Guam,1970,7.47
Guam,1971,8.89
Guam,1972,8.79
Guam,1973,7.66
Guam,1974,6.89
Guam,1975,8.28
Guam,1976,8.93
Guam,1977,8.56
Guam,1978,9.01
Guam,1979,9.93
Guam,1980,9.33
Guam,1981,8.56
Guam,1982,6.61
Guam,1983,5.69
Guam,1984,4.77
Guam,1985,3.86
Guam,1986,2.94
Guam,1987,2.02
Guam,1988,1.1
Guam,1989,0.184
Guam,1990,0.188
Guam,1991,0.192
Guam,1992,0.195
Guam,1993,0.19899999999999998
Guam,1994,0.203
Guam,1995,0.207
Guam,1996,0.211
Guam,1997,0.215
Guam,1998,0.21899999999999997
Guam,1999,0.22399999999999998
Guyana,1970,3.24
Guyana,1971,3.12
Guyana,1972,3.21
Guyana,1973,3.29
Guyana,1974,3.02
Guyana,1975,2.86
Guyana,1976,3.04
Guyana,1977,2.87
Guyana,1978,2.96
Guyana,1979,3.08
Guyana,1980,2.99
Guyana,1981,2.82
Guyana,1982,2.58
Guyana,1983,2.55
Guyana,1984,2.45
Guyana,1985,2.38
Guyana,1986,2.32
Guyana,1987,2.28
Guyana,1988,2.22
Guyana,1989,2.15
Guyana,1990,2
Guyana,1991,1.85
Guyana,1992,1.72
Guyana,1993,1.6
Guyana,1994,1.48
Guyana,1995,1.38
Guyana,1996,1.29
Guyana,1997,1.19
Guyana,1998,1.11
Guyana,1999,1.03
"Hong Kong, China",1970,0.463
"Hong Kong, China",1971,0.32
"Hong Kong, China",1972,0.271
"Hong Kong, China",1973,0.163
"Hong Kong, China",1974,0.145
"Hong Kong, China",1975,0.192
"Hong Kong, China",1976,0.158
"Hong Kong, China",1977,0.108
"Hong Kong, China",1978,0.0878
"Hong Kong, China",1979,0.0468
"Hong Kong, China",1980,0.935
"Hong Kong, China",1981,23.3
"Hong Kong, China",1982,49.9
"Hong Kong, China",1983,63.2
"Hong Kong, China",1984,77.8
"Hong Kong, China",1985,80.3
"Hong Kong, China",1986,74.3
"Hong Kong, China",1987,75.3
"Hong Kong, China",1988,82.4
"Hong Kong, China",1989,76.2
"Hong Kong, China",1990,89.2
"Hong Kong, China",1991,100
"Hong Kong, China",1992,103.0
"Hong Kong, China",1993,71.0
"Hong Kong, China",1994,77.3
"Hong Kong, China",1995,73.9
"Hong Kong, China",1996,70
"Hong Kong, China",1997,57.6
"Hong Kong, China",1998,36.2
"Hong Kong, China",1999,38.2
Honduras,1970,11.8
Honduras,1971,11.1
Honduras,1972,12.1
Honduras,1973,12.3
Honduras,1974,13.5
Honduras,1975,11.3
Honduras,1976,12.4
Honduras,1977,11.5
Honduras,1978,11.5
Honduras,1979,12.3
Honduras,1980,11.3
Honduras,1981,12
Honduras,1982,18.3
Honduras,1983,19.1
Honduras,1984,20.2
Honduras,1985,15.7
Honduras,1986,7.18
Honduras,1987,10.5
Honduras,1988,14.5
Honduras,1989,11.1
Honduras,1990,12.9
Honduras,1991,15.6
Honduras,1992,9.26
Honduras,1993,10.7
Honduras,1994,12.6
Honduras,1995,15.0
Honduras,1996,19.6
Honduras,1997,23
Honduras,1998,24.7
Honduras,1999,36.7
Croatia,1970,56.4
Croatia,1971,60.8
Croatia,1972,59.8
Croatia,1973,64.5
Croatia,1974,66.2
Croatia,1975,70
Croatia,1976,70.7
Croatia,1977,69.9
Croatia,1978,71.8
Croatia,1979,75
Croatia,1980,75.4
Croatia,1981,75.5
Croatia,1982,81.3
Croatia,1983,84.2
Croatia,1984,88.3
Croatia,1985,86.8
Croatia,1986,89.4
Croatia,1987,92.7
Croatia,1988,93.5
Croatia,1989,90
Croatia,1990,54
Croatia,1991,53.4
Croatia,1992,56.9
Croatia,1993,44.6
Croatia,1994,35.2
