Country,Year,Income,SugarPerPerson,Food Supply
Afghanistan,1990,1.38,9.61,2040
Afghanistan,1991,1.32,10.8,1890
Afghanistan,1992,0.907,9.12,1910
Afghanistan,1993,0.672,8.22,1820
Afghanistan,1994,0.993,8.45,1840
Afghanistan,1995,0.941,7.24,1840
Afghanistan,1996,0.895,7.85,1870
Afghanistan,1997,0.855,8.34,1900
Afghanistan,1998,0.814,8.9,1850
Afghanistan,1999,0.788,8.74,1790
Afghanistan,2000,0.768,8.4,1740
Afghanistan,2001,1.62,9.46,1830
Afghanistan,2002,1.69,12.2,1890
Afghanistan,2003,1.64,15.5,1970
Afghanistan,2004,1.76,18.6,1950
Afghanistan,2005,1.8,19.7,1970
Afghanistan,2006,1.99,20.8,2050
Afghanistan,2007,2.02,23.4,2040
Afghanistan,2008,2.4,23.3,2080
Afghanistan,2009,2.67,24.3,2100
Afghanistan,2010,2.6,24.8,2110
Afghanistan,2011,2.83,25.4,2100
Afghanistan,2012,2.89,24.5,2090
Angola,1990,4.96,31.5,1610
Angola,1991,4.52,28.5,1630
Angola,1992,3.33,25.3,1560
Angola,1993,3.26,20.8,1640
Angola,1994,3.63,23.5,1690
Angola,1995,4,26.1,1730
Angola,1996,4.15,31.7,1730
Angola,1997,4.21,29.1,1750
Angola,1998,4.16,34.9,1810
Angola,1999,4.15,26.5,1790
Angola,2000,4,29.4,1830
Angola,2001,4.14,36.3,1920
Angola,2002,3.87,41.5,1980
Angola,2003,3.88,39.3,2030
Angola,2004,4,37.1,2080
Angola,2005,3.98,38.3,2120
Angola,2006,4.01,39.5,2170
Angola,2007,3.92,44.1,2250
Angola,2008,3.6,40.2,2300
Angola,2009,3.63,38.9,2350
Angola,2010,3.62,40.1,2410
Angola,2011,3.73,42.7,2380
Angola,2012,3.76,44.7,2470
Albania,1990,4.75,50.2,2570
Albania,1991,4.43,51.2,2650
Albania,1992,4.89,76.1,2800
Albania,1993,5.32,97.5,2880
Albania,1994,6.07,54.4,2720
Albania,1995,6.66,63,2840
Albania,1996,5.54,61.7,2730
Albania,1997,5.31,57,2730
Albania,1998,5.54,56.5,2800
Albania,1999,5.96,63.4,2730
Albania,2000,6.3,66.6,2800
Albania,2001,6.81,70.7,2860
Albania,2002,7.22,67,2770
Albania,2003,7.39,55,2790
Albania,2004,7.7,58.6,2870
Albania,2005,7.85,67.2,2860
Albania,2006,8.15,75.5,2860
Albania,2007,8.43,102,2950
Albania,2008,8.32,117,2990
Albania,2009,8.27,113,3080
Albania,2010,8.2,122,3130
Albania,2011,7.99,129,3180
Albania,2012,8.2,131,3190
United Arab Emirates,1990,135,97.7,3070
United Arab Emirates,1991,131,90.3,3200
United Arab Emirates,1992,126,101,3230
United Arab Emirates,1993,127,96.7,3320
United Arab Emirates,1994,129,104,3260
United Arab Emirates,1995,130,104,3250
United Arab Emirates,1996,133,98.6,3260
United Arab Emirates,1997,127,96.9,3310
United Arab Emirates,1998,124,92.6,3380
United Arab Emirates,1999,130,101,3300
United Arab Emirates,2000,210,102,3320
United Arab Emirates,2001,211,103,3360
United Arab Emirates,2002,202,105,3340
United Arab Emirates,2003,205,105,3290
United Arab Emirates,2004,187,110,3210
United Arab Emirates,2005,187,103,3200
United Arab Emirates,2006,180,88.9,3190
United Arab Emirates,2007,175,89.7,3150
United Arab Emirates,2008,113,94.1,3170
United Arab Emirates,2009,76.1,107,3160
United Arab Emirates,2010,80.6,95.3,3210
United Arab Emirates,2011,70.4,98.8,3230
United Arab Emirates,2012,73.6,101,3280
Argentina,1990,16.3,114,3010
Argentina,1991,16.5,116,3080
Argentina,1992,16.5,117,3120
Argentina,1993,16.3,125,3160
Argentina,1994,15.5,129,3160
Argentina,1995,15.2,124,3160
Argentina,1996,15.9,122,3130
Argentina,1997,15.4,120,3160
Argentina,1998,14.7,131,3270
Argentina,1999,14.4,131,3260
Argentina,2000,13.3,131,3210
Argentina,2001,9.32,128,2980
Argentina,2002,13.2,128,3010
Argentina,2003,14.2,131,3030
Argentina,2004,15.6,136,3110
Argentina,2005,17.3,133,3110
Argentina,2006,17.9,134,3150
Argentina,2007,18.3,133,3160
Argentina,2008,18.9,132,3130
Argentina,2009,19.5,131,3160
Argentina,2010,20.7,132,3160
Argentina,2011,20.5,131,3200
Argentina,2012,20.6,132,3230
Antigua and Barbuda,1990,16.3,91.2,2530
Antigua and Barbuda,1991,16.2,91.7,2550
Antigua and Barbuda,1992,16.7,82.2,2380
Antigua and Barbuda,1993,17.4,86.7,2260
Antigua and Barbuda,1994,16.3,89.3,2190
Antigua and Barbuda,1995,17,88.1,2190
Antigua and Barbuda,1996,17.6,85.9,2160
Antigua and Barbuda,1997,18,89.4,2150
Antigua and Barbuda,1998,18.3,87.5,2160
Antigua and Barbuda,1999,19.1,86.6,2150
Antigua and Barbuda,2000,18,86.7,2090
Antigua and Barbuda,2001,17.9,86.4,2070
Antigua and Barbuda,2002,18.7,83.5,2070
Antigua and Barbuda,2003,19.6,93.1,2110
Antigua and Barbuda,2004,20.5,79.7,2330
Antigua and Barbuda,2005,22.8,85,2330
Antigua and Barbuda,2006,24.5,87.3,2410
Antigua and Barbuda,2007,24.1,89.2,2380
Antigua and Barbuda,2008,20.9,87.6,2320
Antigua and Barbuda,2009,19,87.6,2320
Antigua and Barbuda,2010,18.4,79.6,2370
Antigua and Barbuda,2011,18.7,87.9,2290
Antigua and Barbuda,2012,18.4,90.1,2420
Australia,1990,35.9,133,3120
Australia,1991,35.3,139,3130
Australia,1992,34.6,126,3040
Australia,1993,34,122,3050
Australia,1994,34,132,3100
Australia,1995,34.6,124,3080
Australia,1996,35.1,134,3100
Australia,1997,36.3,132,3020
Australia,1998,37.6,120,3010
Australia,1999,38.6,123,2990
Australia,2000,39.2,125,3050
Australia,2001,39.7,125,3080
Australia,2002,40.4,128,3100
Australia,2003,44,128,3050
Australia,2004,46.8,128,3100
Australia,2005,48.4,127,3160
Australia,2006,52.9,130,3200
Australia,2007,55.6,129,3200
Australia,2008,54.7,126,3210
Australia,2009,55.4,126,3210
Australia,2010,57.5,127,3240
Australia,2011,58.5,126,3260
Australia,2012,58.5,126,3280
Austria,1990,46.5,120,3560
Austria,1991,47.2,120,3550
Austria,1992,47,116,3510
Austria,1993,47.5,135,3560
Austria,1994,40.5,131,3510
Austria,1995,44.9,131,3550
Austria,1996,45.4,128,3490
Austria,1997,46.4,127,3610
Austria,1998,47.2,127,3670
Austria,1999,48.2,127,3730
Austria,2000,48.7,125,3730
Austria,2001,48.8,123,3650
Austria,2002,49.5,127,3610
Austria,2003,52.2,130,3610
Austria,2004,49.9,136,3640
Austria,2005,51.1,134,3720
Austria,2006,53.2,129,3740
Austria,2007,54.1,134,3720
Austria,2008,56,128,3720
Austria,2009,56.6,132,3720
Austria,2010,55.5,131,3740
Austria,2011,54.2,130,3740
Austria,2012,56.9,124,3770
Benin,1990,2.14,12.8,2200
Benin,1991,2.13,12,2140
Benin,1992,2.18,15.2,2160
Benin,1993,2.15,22.9,2180
Benin,1994,2.2,21.8,2200
Benin,1995,2.23,14.5,2250
Benin,1996,2.29,13,2240
Benin,1997,2.31,13,2240
Benin,1998,2.36,16.1,2230
Benin,1999,2.42,12.8,2250
Benin,2000,2.48,11.2,2320
Benin,2001,2.52,13.5,2400
Benin,2002,2.52,14.8,2360
Benin,2003,2.58,9.82,2460
Benin,2004,2.53,8.9,2440
Benin,2005,2.56,9.06,2450
Benin,2006,2.68,8.24,2560
Benin,2007,2.72,14.5,2520
Benin,2008,2.74,13.6,2570
Benin,2009,2.71,14.6,2560
Benin,2010,2.72,14.6,2600
Benin,2011,2.74,17.2,2610
Benin,2012,2.75,21.4,2620
Burkina Faso,1990,1.39,10.5,2230
Burkina Faso,1991,1.36,10.8,2290
Burkina Faso,1992,1.36,10.9,2310
Burkina Faso,1993,1.35,9.52,2340
Burkina Faso,1994,1.39,9.03,2340
Burkina Faso,1995,1.51,14.1,2340
Burkina Faso,1996,1.56,15,2310
Burkina Faso,1997,1.64,13.4,2290
Burkina Faso,1998,1.88,14.1,2340
Burkina Faso,1999,1.82,9.17,2320
Burkina Faso,2000,2.02,12.4,2330
Burkina Faso,2001,2.11,16.2,2410
Burkina Faso,2002,2.38,12.4,2490
Burkina Faso,2003,2.39,10.3,2510
Burkina Faso,2004,2.4,16.6,2460
Burkina Faso,2005,2.4,17,2560
Burkina Faso,2006,2.4,18.7,2550
Burkina Faso,2007,2.47,13.1,2590
Burkina Faso,2008,2.41,13,2640
Burkina Faso,2009,2.53,13.3,2680
Burkina Faso,2010,2.61,19.5,2660
Burkina Faso,2011,2.69,19.8,2710
Burkina Faso,2012,2.75,20.3,2720
Bangladesh,1990,2.4,20.2,2120
Bangladesh,1991,2.51,20.1,2110
Bangladesh,1992,2.66,20.8,2010
Bangladesh,1993,2.86,20,2000
Bangladesh,1994,2.89,19.4,2040
Bangladesh,1995,2.89,18.9,2050
Bangladesh,1996,2.86,22.6,2100
Bangladesh,1997,2.86,20.7,2160
Bangladesh,1998,2.92,18.6,2270
Bangladesh,1999,3.01,18.1,2260
Bangladesh,2000,3.07,22.3,2330
Bangladesh,2001,3.05,18.5,2310
Bangladesh,2002,3.1,17.1,2350
Bangladesh,2003,3.22,21.9,2380
Bangladesh,2004,3.36,28.7,2370
Bangladesh,2005,3.42,24.6,2370
Bangladesh,2006,3.5,23.7,2420
Bangladesh,2007,3.54,22.7,2390
Bangladesh,2008,3.55,22.8,2430
Bangladesh,2009,3.6,21.9,2440
Bangladesh,2010,3.67,22.6,2430
Bangladesh,2011,3.72,22.3,2440
Bangladesh,2012,3.78,22.1,2450
Bulgaria,1990,15.6,73,3040
Bulgaria,1991,19.5,90,3020
Bulgaria,1992,14.5,87.3,2960
Bulgaria,1993,13.2,82.3,2870
Bulgaria,1994,12.3,83.1,2900
Bulgaria,1995,11.4,77.5,2740
Bulgaria,1996,6.89,79.4,2680
Bulgaria,1997,6.96,77.1,2820
Bulgaria,1998,7.53,81.2,2880
Bulgaria,1999,8.58,79.2,2810
Bulgaria,2000,9.72,85.7,2820
Bulgaria,2001,9.5,84.7,2780
Bulgaria,2002,9.11,84,2760
Bulgaria,2003,9.77,86.1,2760
Bulgaria,2004,10.4,94.5,2720
Bulgaria,2005,10.1,97.6,2760
Bulgaria,2006,12.1,93.1,2730
Bulgaria,2007,15.8,92.7,2780
Bulgaria,2008,16.5,87.5,2790
Bulgaria,2009,15.8,72.2,2760
Bulgaria,2010,14.6,77.7,2770
Bulgaria,2011,15.4,76.5,2780
Bulgaria,2012,17.2,78.7,2830
Bahamas,1990,34,124,2610
Bahamas,1991,32.1,119,2500
Bahamas,1992,31.6,112,2420
Bahamas,1993,32,109,2420
Bahamas,1994,32.9,128,2540
Bahamas,1995,33.9,136,2540
Bahamas,1996,34.2,122,2650
Bahamas,1997,35.4,123,2600
Bahamas,1998,37.4,123,2700
Bahamas,1999,38.5,121,2780
Bahamas,2000,38.9,121,2770
Bahamas,2001,39.3,106,2730
Bahamas,2002,38.1,130,2690
Bahamas,2003,37.8,132,2660
Bahamas,2004,38.3,137,2650
Bahamas,2005,38.6,127,2630
Bahamas,2006,38.4,124,2610
Bahamas,2007,36.8,125,2590
Bahamas,2008,34.7,120,2620
Bahamas,2009,34.7,119,2600
Bahamas,2010,34.4,120,2570
Bahamas,2011,35.1,96.6,2670
Bahamas,2012,33.8,107,2670
Belize,1990,9.94,111,2520
Belize,1991,11.5,114,2710
Belize,1992,11.5,117,2690
Belize,1993,11.1,125,2650
Belize,1994,14.1,126,2690
Belize,1995,8.91,121,2650
Belize,1996,9.22,121,2660
Belize,1997,8.66,121,2650
Belize,1998,9.01,123,2640
Belize,1999,9.42,122,2690
Belize,2000,10,118,2760
Belize,2001,10.4,121,2780
Belize,2002,10.5,126,2810
Belize,2003,10.2,121,2780
Belize,2004,9.74,118,2820
Belize,2005,9.25,117,2800
Belize,2006,9.32,120,2790
Belize,2007,8.91,115,2720
Belize,2008,9.05,119,2760
Belize,2009,9.12,123,2840
Belize,2010,9.32,121,2760
Belize,2011,9.22,121,2740
Belize,2012,9.46,116,2750
Bolivia,1990,6.52,73.2,2020
Bolivia,1991,6.61,76.3,2020
Bolivia,1992,7.07,77.5,2010
Bolivia,1993,7.39,76.7,1960
Bolivia,1994,7.73,76.3,2110
Bolivia,1995,8.2,75.6,2050
Bolivia,1996,9.56,75,2060
Bolivia,1997,9.08,73.8,1950
Bolivia,1998,8.37,73.8,2040
Bolivia,1999,7.81,76,2080
Bolivia,2000,8.1,77,2080
Bolivia,2001,8.1,75.9,2100
Bolivia,2002,8.12,74.9,2120
Bolivia,2003,9.32,74.6,2050
Bolivia,2004,9.91,74.3,2110
Bolivia,2005,10.6,71.3,2160
Bolivia,2006,10.5,70.4,2170
Bolivia,2007,11,71.2,2150
Bolivia,2008,11.7,69.8,2130
Bolivia,2009,12.1,70.6,2180
Bolivia,2010,12.8,73.1,2220
Bolivia,2011,13.1,72.8,2230
Bolivia,2012,14.5,75.2,2260
Brazil,1990,8.83,130,2780
Brazil,1991,7.49,137,2770
Brazil,1992,9.42,138,2770
Brazil,1993,10.8,142,2820
Brazil,1994,12.6,144,2810
Brazil,1995,12.7,141,2840
Brazil,1996,12.5,138,2850
Brazil,1997,12.9,136,2850
Brazil,1998,12.1,107,2870
Brazil,1999,13,109,2880
Brazil,2000,13.6,109,2890
Brazil,2001,13.8,108,2930
Brazil,2002,13.1,114,3070
Brazil,2003,13.2,115,3080
Brazil,2004,13.8,115,3080
Brazil,2005,14.9,115,3100
Brazil,2006,15.4,114,3110
Brazil,2007,16.2,116,3180
Brazil,2008,16.7,115,3170
Brazil,2009,17.4,117,3230
Brazil,2010,18,116,3290
Brazil,2011,19.8,117,3250
Brazil,2012,20.6,117,3260
Barbados,1990,14.7,124,3010
Barbados,1991,13.8,137,2980
Barbados,1992,13.9,126,2910
Barbados,1993,14.1,138,2910
Barbados,1994,14.3,137,2870
Barbados,1995,14.8,157,2910
Barbados,1996,15.5,160,2970
Barbados,1997,16,146,2810
Barbados,1998,15.9,150,2940
Barbados,1999,16.6,149,2800
Barbados,2000,16.1,151,2840
Barbados,2001,16.2,149,2810
Barbados,2002,16.5,150,2840
Barbados,2003,16.7,148,2770
Barbados,2004,17.3,151,2890
Barbados,2005,18.2,151,2840
Barbados,2006,18.5,153,2910
Barbados,2007,18.6,160,2880
Barbados,2008,17.6,160,2910
Barbados,2009,17.1,161,2910
Barbados,2010,16.9,159,2890
Barbados,2011,16.8,160,2910
Barbados,2012,16.6,160,2940
Brunei,1990,79.1,109,2700
Brunei,1991,80.6,118,2830
Brunei,1992,78.6,115,2800
Brunei,1993,78.9,116,2890
Brunei,1994,80.3,114,2840
Brunei,1995,80.6,103,2910
Brunei,1996,77.5,100,2820
Brunei,1997,75.3,79.8,2850
Brunei,1998,76,87.5,2810
Brunei,1999,76.5,89.6,2800
Brunei,2000,77,109,2880
Brunei,2001,78.4,82.2,2930
Brunei,2002,79.2,107,2980
Brunei,2003,78.3,124,3000
Brunei,2004,77.3,125,2980
Brunei,2005,79.6,129,2970
Brunei,2006,78.7,133,2920
Brunei,2007,76.3,125,2910
Brunei,2008,74.1,135,2890
Brunei,2009,75.1,136,2890
Brunei,2010,76.9,138,2940
Brunei,2011,76.6,135,2970
Brunei,2012,73.9,135,2990
Botswana,1990,6.13,75.2,2220
Botswana,1991,6.11,79.6,2200
Botswana,1992,6.03,68.5,2070
Botswana,1993,6.12,66.3,2190
Botswana,1994,6.59,62.8,2190
Botswana,1995,6.95,60.9,2210
Botswana,1996,7.61,66,2170
Botswana,1997,7.39,66,2080
Botswana,1998,8.25,66.3,2120
Botswana,1999,8.24,65.4,2080
Botswana,2000,8.04,67,2150
Botswana,2001,8.56,67.6,2110
Botswana,2002,8.89,81,2110
Botswana,2003,8.98,77.6,2190
Botswana,2004,9.25,79.3,2200
Botswana,2005,9.91,81.4,2150
Botswana,2006,10.5,84.9,2170
Botswana,2007,10.9,79.1,2180
Botswana,2008,9.89,83.2,2200
Botswana,2009,10.1,93.4,2230
Botswana,2010,9.98,81.9,2270
Botswana,2011,9.67,80.4,2340
Botswana,2012,9.95,85,2330
Central African Republic,1990,1.33,17.1,1910
Central African Republic,1991,1.21,17.7,1900
Central African Republic,1992,1.22,16.7,1880
Central African Republic,1993,1.36,20.4,1880
Central African Republic,1994,1.46,21.4,1880
Central African Republic,1995,1.44,17,1900
Central African Republic,1996,1.41,24.1,1920
Central African Republic,1997,2.23,24.4,1990
Central African Republic,1998,1.77,20.9,1930
Central African Republic,1999,1.76,27.7,1980
Central African Republic,2000,1.68,21.4,1990
Central African Republic,2001,2.21,21.3,2000
Central African Republic,2002,1.91,26.2,1970
Central African Republic,2003,2.06,28.2,1990
Central African Republic,2004,2.12,28.5,2030
Central African Republic,2005,1.41,24,2030
Central African Republic,2006,2.38,25.7,2090
Central African Republic,2007,2.48,25.7,2130
Central African Republic,2008,2.65,24.6,2140
Central African Republic,2009,2.74,23.3,2160
Central African Republic,2010,2.84,24.1,2150
Central African Republic,2011,2.97,25.7,2120
Central African Republic,2012,1.88,22.4,1880
Canada,1990,44,115,3040
Canada,1991,44.1,120,3090
Canada,1992,44.4,125,3120
Canada,1993,44.9,127,3210
Canada,1994,44.9,130,3210
Canada,1995,44.9,136,3250
Canada,1996,45,141,3390
Canada,1997,46.4,142,3460
Canada,1998,46.7,134,3500
Canada,1999,47,139,3510
Canada,2000,47.6,145,3500
Canada,2001,48.9,153,3500
Canada,2002,49.7,153,3520
Canada,2003,50.7,149,3530
Canada,2004,52.2,147,3480
Canada,2005,53.8,145,3470
Canada,2006,55.6,146,3480
Canada,2007,56.3,141,3470
Canada,2008,55.9,136,3440
Canada,2009,56.9,126,3450
Canada,2010,57.4,137,3470
Canada,2011,57.8,132,3490
Canada,2012,58.9,132,3490
Switzerland,1990,65,123,3350
Switzerland,1991,63.4,134,3420
Switzerland,1992,62,137,3360
Switzerland,1993,61.7,124,3330
Switzerland,1994,61.3,133,3310
Switzerland,1995,61.2,144,3340
Switzerland,1996,61.5,141,3320
Switzerland,1997,62.1,133,3330
Switzerland,1998,62.5,138,3320
Switzerland,1999,62.7,149,3440
Switzerland,2000,64.3,147,3380
Switzerland,2001,64.8,157,3440
Switzerland,2002,64.4,156,3430
Switzerland,2003,65,163,3410
Switzerland,2004,65.3,161,3390
Switzerland,2005,65.6,164,3430
Switzerland,2006,67.3,162,3430
Switzerland,2007,67.8,163,3450
Switzerland,2008,67.5,159,3470
Switzerland,2009,67.7,161,3450
Switzerland,2010,68.7,160,3490
Switzerland,2011,70.4,165,3380
Switzerland,2012,70.1,166,3390
Chile,1990,12.3,106,2600
Chile,1991,12.9,119,2710
Chile,1992,13.6,118,2710
Chile,1993,14.4,119,2750
Chile,1994,15,122,2760
Chile,1995,15.6,124,2780
Chile,1996,16.3,126,2790
Chile,1997,16.7,128,2800
Chile,1998,15.2,131,2800
Chile,1999,14.4,125,2830
Chile,2000,14.2,122,2870
Chile,2001,14.1,124,2900
Chile,2002,14.2,117,2890
Chile,2003,14.8,119,2920
Chile,2004,15.4,119,2910
Chile,2005,15.9,119,2960
Chile,2006,16.9,129,2930
Chile,2007,17.4,130,2940
Chile,2008,17.1,130,2890
Chile,2009,17.8,133,2920
Chile,2010,18.4,133,2960
Chile,2011,20.6,133,2960
Chile,2012,22.2,131,2980
China,1990,1.95,21.3,2430
China,1991,2.06,18.9,2460
China,1992,2.19,14,2540
China,1993,2.39,15.7,2600
China,1994,2.58,18.1,2690
China,1995,2.77,20.3,2700
China,1996,2.84,22.8,2730
China,1997,2.92,22.3,2770
China,1998,3.05,17.1,2760
China,1999,3.35,15.7,2810
China,2000,3.56,16.5,2820
China,2001,3.87,15.7,2830
China,2002,4.13,17.4,2830
China,2003,4.5,16.7,2860
China,2004,5.03,16.9,2880
China,2005,5.36,17.2,2880
China,2006,5.83,17.7,2920
China,2007,6.19,17.5,2980
China,2008,6.67,18,2990
China,2009,7.28,17.9,3040
China,2010,7.81,18.8,3080
China,2011,8.53,18.9,3100
China,2012,9.6,18.8,3110
Cote d'Ivoire,1990,4.55,28.9,2580
Cote d'Ivoire,1991,4.3,29.9,2590
Cote d'Ivoire,1992,4.13,28.8,2520
Cote d'Ivoire,1993,4.1,28.4,2540
Cote d'Ivoire,1994,4.32,27.2,2570
Cote d'Ivoire,1995,4.23,24.3,2610
Cote d'Ivoire,1996,3.97,23.9,2670
Cote d'Ivoire,1997,3.76,25.4,2640
Cote d'Ivoire,1998,3.9,24.8,2650
Cote d'Ivoire,1999,3.9,22.3,2610
Cote d'Ivoire,2000,3.98,23.2,2630
Cote d'Ivoire,2001,3.99,28.4,2670
Cote d'Ivoire,2002,3.89,29.1,2690
Cote d'Ivoire,2003,3.87,27.3,2740
Cote d'Ivoire,2004,3.86,27.3,2790
Cote d'Ivoire,2005,3.84,26.6,2780
Cote d'Ivoire,2006,3.81,28.3,2790
Cote d'Ivoire,2007,3.83,27.6,2740
Cote d'Ivoire,2008,3.76,25.2,2730
Cote d'Ivoire,2009,3.65,27.1,2740
Cote d'Ivoire,2010,3.31,28.7,2780
Cote d'Ivoire,2011,3.47,25.6,2780
Cote d'Ivoire,2012,3.57,28.2,2800
Cameroon,1990,3.44,17.4,2020
Cameroon,1991,3.24,18.3,2110
Cameroon,1992,2.89,18.8,2020
Cameroon,1993,2.87,17.5,2030
Cameroon,1994,2.89,18.3,2050
Cameroon,1995,2.94,19.2,2030
Cameroon,1996,3.29,24.9,2100
Cameroon,1997,3.55,20.6,2100
Cameroon,1998,3.78,19.3,2120
Cameroon,1999,3.91,24.1,2120
Cameroon,2000,4.16,24.6,2160
Cameroon,2001,4.13,29.3,2200
Cameroon,2002,4.1,27.3,2230
Cameroon,2003,4.16,26.8,2250
Cameroon,2004,4.03,25.6,2310
Cameroon,2005,3.95,23.5,2350
Cameroon,2006,3.93,27.4,2380
Cameroon,2007,4.01,26.2,2450
Cameroon,2008,3.94,21.5,2490
Cameroon,2009,4.02,26.4,2510
Cameroon,2010,4.18,27,2570
Cameroon,2011,4.39,25.9,2620
Cameroon,2012,4.72,27.2,2670
"Congo, Rep.",1990,2.97,25.1,2000
"Congo, Rep.",1991,2.97,18.6,2010
"Congo, Rep.",1992,2.86,17.9,2000
"Congo, Rep.",1993,2.63,20.4,1980
"Congo, Rep.",1994,2.66,22.4,1980
"Congo, Rep.",1995,2.69,21.4,1970
"Congo, Rep.",1996,2.6,17,1990
"Congo, Rep.",1997,2.62,23.4,2050
"Congo, Rep.",1998,2.48,24.4,2100
"Congo, Rep.",1999,2.59,27.3,2180
"Congo, Rep.",2000,2.61,31.8,2230
"Congo, Rep.",2001,2.66,34.8,2260
"Congo, Rep.",2002,2.6,37.2,2240
"Congo, Rep.",2003,2.61,41.2,2260
"Congo, Rep.",2004,2.73,39.8,2040
"Congo, Rep.",2005,3.13,42.1,2140
"Congo, Rep.",2006,2.76,51.9,2140
"Congo, Rep.",2007,2.94,52,2110
"Congo, Rep.",2008,3.14,38.6,2140
"Congo, Rep.",2009,3.61,37.1,2140
"Congo, Rep.",2010,3.7,38.3,2190
"Congo, Rep.",2011,3.96,41.9,2160
"Congo, Rep.",2012,3.84,48.4,2210
Colombia,1990,9.54,178,2570
Colombia,1991,9.64,183,2640
Colombia,1992,9.58,179,2680
Colombia,1993,9.48,178,2710
Colombia,1994,9.31,178,2770
Colombia,1995,8.75,170,2760
Colombia,1996,8.95,172,2770
Colombia,1997,8.67,173,2730
Colombia,1998,8.37,179,2760
Colombia,1999,9.34,172,2780
Colombia,2000,7.78,175,2820
Colombia,2001,9.81,172,2780
Colombia,2002,9.31,173,2800
Colombia,2003,9.87,174,2780
Colombia,2004,10.4,169,2730
Colombia,2005,10.9,167,2770
Colombia,2006,11.5,167,2800
Colombia,2007,11.8,167,2810
Colombia,2008,11.9,164,2710
Colombia,2009,12.8,150,2670
Colombia,2010,13.3,151,2700
Colombia,2011,13.5,155,2750
Colombia,2012,14.2,160,2800
Cape Verde,1990,2.97,48,2270
Cape Verde,1991,3.2,50.6,2510
Cape Verde,1992,3.38,50.5,2450
Cape Verde,1993,3.92,51.8,2440
Cape Verde,1994,4.37,53.6,2310
Cape Verde,1995,4.75,52.1,2310
Cape Verde,1996,5.16,54.3,2340
Cape Verde,1997,5.69,53.3,2340
Cape Verde,1998,6.21,59.7,2330
Cape Verde,1999,6.97,65.5,2360
Cape Verde,2000,7,76.2,2370
Cape Verde,2001,7.21,67.9,2320
Cape Verde,2002,7.25,70.5,2410
Cape Verde,2003,7.41,71,2520
Cape Verde,2004,7.52,66.9,2520
Cape Verde,2005,7.67,61.9,2510
Cape Verde,2006,7.98,61,2570
Cape Verde,2007,8.4,60.8,2540
Cape Verde,2008,8.55,60.6,2560
Cape Verde,2009,8.67,58,2520
Cape Verde,2010,8.84,57.7,2570
Cape Verde,2011,8.96,56.2,2590
Cape Verde,2012,9.05,52.9,2610
Costa Rica,1990,8.61,164,2730
Costa Rica,1991,9.15,166,2710
Costa Rica,1992,10.6,166,2750
Costa Rica,1993,12,164,2740
Costa Rica,1994,11.4,162,2770
Costa Rica,1995,10.8,159,2710
Costa Rica,1996,11.4,157,2720
Costa Rica,1997,12.8,158,2760
Costa Rica,1998,12.5,158,2800
Costa Rica,1999,12.4,155,2800
Costa Rica,2000,16.9,151,2800
Costa Rica,2001,17.2,152,2770
Costa Rica,2002,16.8,153,2750
Costa Rica,2003,15.7,152,2760
Costa Rica,2004,16.3,157,2810
Costa Rica,2005,17.1,158,2870
Costa Rica,2006,18.9,161,2860
Costa Rica,2007,19.1,154,2840
Costa Rica,2008,20.9,150,2840
Costa Rica,2009,20.7,150,2850
Costa Rica,2010,21.4,149,2880
Costa Rica,2011,22.1,149,2850
Costa Rica,2012,22.8,144,2850
Cuba,1990,6.36,162,2740
Cuba,1991,5.43,161,2500
Cuba,1992,4.24,160,2320
Cuba,1993,4.28,151,2360
Cuba,1994,4.57,160,2330
Cuba,1995,5.19,167,2450
Cuba,1996,5.47,183,2560
Cuba,1997,5.45,177,2650
Cuba,1998,5.78,187,2900
Cuba,1999,6.4,180,3030
Cuba,2000,6.75,170,3080
Cuba,2001,6.97,156,3150
Cuba,2002,7.19,148,3250
Cuba,2003,7.28,170,3350
Cuba,2004,7.53,148,3250
Cuba,2005,8.65,139,3260
Cuba,2006,9,137,3250
Cuba,2007,9.59,122,3120
Cuba,2008,9.97,162,3230
Cuba,2009,10.5,165,3160
Cuba,2010,11.1,158,3290
Cuba,2011,11.4,150,3350
Cuba,2012,11.8,146,3410
Cyprus,1990,23.7,97.5,2750
Cyprus,1991,23.9,98.4,2790
Cyprus,1992,22.2,104,2800
Cyprus,1993,23.2,106,2810
Cyprus,1994,29.4,117,2820
Cyprus,1995,30.1,98.3,2720
Cyprus,1996,30.4,95.2,2720
Cyprus,1997,32.2,95.2,2730
Cyprus,1998,33.1,95.8,2710
Cyprus,1999,35.4,99.5,2680
Cyprus,2000,37,90.3,2650
Cyprus,2001,37.7,106,2640
Cyprus,2002,38.9,111,2610
Cyprus,2003,41.1,113,2600
Cyprus,2004,43.9,105,2570
Cyprus,2005,48.2,91.2,2560
Cyprus,2006,48.3,100,2640
Cyprus,2007,47.9,95.7,2660
Cyprus,2008,47.4,90.3,2630
Cyprus,2009,48.1,88.7,2670
Cyprus,2010,47.9,93.2,2680
Cyprus,2011,45.3,88.5,2640
Cyprus,2012,43.4,101,2650
Germany,1990,45.9,120,3320
Germany,1991,45.9,126,3390
Germany,1992,45.9,117,3200
Germany,1993,45.9,111,3210
Germany,1994,46.5,121,3250
Germany,1995,47,110,3300
Germany,1996,47.2,115,3180
Germany,1997,47.7,112,3290
Germany,1998,49.1,113,3280
Germany,1999,50,115,3340
