Country,Year,Income,SugarPerPerson,Food Supply
Madagascar,1990,2.09,22.6,2100
Madagascar,1991,2.05,22.1,2100
Madagascar,1992,2.02,24,2100
Madagascar,1993,1.95,24.1,2030
Madagascar,1994,1.92,23.8,2030
Madagascar,1995,1.9,23.8,2020
Madagascar,1996,1.91,22.6,2020
Madagascar,1997,1.92,23.6,2010
Madagascar,1998,1.95,23.1,2010
Madagascar,1999,1.96,22.2,2010
Madagascar,2000,1.98,16.4,1990
Madagascar,2001,1.68,12.3,1950
Madagascar,2002,1.79,19.1,1980
Madagascar,2003,1.82,19,1980
Madagascar,2004,1.85,18.8,2060
Madagascar,2005,1.84,18.7,2080
Madagascar,2006,1.85,19.4,2100
Madagascar,2007,1.86,18.9,2060
Madagascar,2008,1.69,22.1,2070
Madagascar,2009,1.61,21.8,2070
Madagascar,2010,1.55,22.2,2090
Madagascar,2011,1.51,20.1,2060
Madagascar,2012,1.5,20.3,2050
Maldives,1990,4.66,113,2370
Maldives,1991,4.82,110,2370
Maldives,1992,4.95,127,2420
Maldives,1993,5.18,130,2520
Maldives,1994,5.46,117,2420
Maldives,1995,5.78,106,2420
Maldives,1996,6.15,103,2400
Maldives,1997,6.5,91.8,2430
Maldives,1998,6.77,86.7,2480
Maldives,1999,6.88,89.7,2440
Maldives,2000,6.45,94.2,2480
Maldives,2001,6.74,94.3,2500
Maldives,2002,7.38,91,2400
Maldives,2003,7.56,98.5,2440
Maldives,2004,6.43,99.2,2460
Maldives,2005,7.81,96.6,2390
Maldives,2006,8.26,98.3,2490
Maldives,2007,8.79,101,2550
Maldives,2008,7.9,98.5,2600
Maldives,2009,9.79,101,2720
Maldives,2010,14.2,98.6,2750
Maldives,2011,12.3,93.6,2710
Maldives,2012,14.9,83,2730
Mexico,1990,10.6,132,2990
Mexico,1991,11,133,3000
Mexico,1992,10.8,135,3010
Mexico,1993,11.2,132,3010
Mexico,1994,8.9,130,2970
Mexico,1995,7.6,131,2990
Mexico,1996,8.29,123,2970
Mexico,1997,8.89,127,2970
Mexico,1998,9.56,128,2980
Mexico,1999,10.7,132,3040
Mexico,2000,10.8,137,3090
Mexico,2001,10.7,137,3100
Mexico,2002,10.9,138,3110
Mexico,2003,11.5,136,3110
Mexico,2004,11.7,127,3070
Mexico,2005,12.3,133,3080
Mexico,2006,12.5,133,3100
Mexico,2007,12.5,134,3080
Mexico,2008,11.5,136,3040
Mexico,2009,11.6,136,3040
Mexico,2010,12.3,134,3030
Mexico,2011,12.6,139,3050
Mexico,2012,12.3,133,3070
Mali,1990,1.29,31.8,2370
Mali,1991,1.22,27.2,2360
Mali,1992,1.22,22.9,2350
Mali,1993,1.23,34.7,2330
Mali,1994,1.29,27.2,2340
Mali,1995,1.34,39.9,2370
Mali,1996,1.44,28.6,2360
Mali,1997,1.66,38.6,2430
Mali,1998,1.8,37.9,2450
Mali,1999,1.66,38.4,2450
Mali,2000,2.25,37.9,2500
Mali,2001,2.25,39.6,2500
Mali,2002,2.43,36.8,2520
Mali,2003,2.38,35.6,2540
Mali,2004,2.48,35.2,2580
Mali,2005,2.53,37.6,2650
Mali,2006,2.47,36.6,2720
Mali,2007,2.44,37,2780
Mali,2008,2.41,34.8,2830
Mali,2009,2.4,29.4,2810
Mali,2010,2.4,25.4,2830
Mali,2011,2.31,36.1,2860
Mali,2012,2.3,28.1,2890
Malta,1990,20.5,131,3160
Malta,1991,21.3,133,3130
Malta,1992,22,133,3130
Malta,1993,23,135,3160
Malta,1994,24.3,141,3280
Malta,1995,25.1,142,3290
Malta,1996,26.2,142,3300
Malta,1997,27.4,140,3350
Malta,1998,28.5,145,3370
Malta,1999,30.2,135,3330
Malta,2000,29.6,142,3340
Malta,2001,30.2,144,3340
Malta,2002,31.2,147,3370
Malta,2003,31,150,3370
Malta,2004,31.9,149,3370
Malta,2005,32.5,137,3370
Malta,2006,35.5,137,3370
Malta,2007,36.4,162,3370
Malta,2008,35.7,174,3380
Malta,2009,36.1,171,3390
Malta,2010,36.9,165,3370
Malta,2011,38.2,168,3380
Malta,2012,40.3,168,3380
Myanmar,1990,0.885,21.4,1690
Myanmar,1991,0.959,20.4,1690
Myanmar,1992,1,19.9,1740
Myanmar,1993,1.07,19.2,1720
Myanmar,1994,1.13,19.1,1770
Myanmar,1995,1.19,23.9,1790
Myanmar,1996,1.24,28.6,1840
Myanmar,1997,1.29,27.6,1840
Myanmar,1998,1.42,29.9,1840
Myanmar,1999,1.59,30.6,1910
Myanmar,2000,1.76,36,1960
Myanmar,2001,1.95,34.8,2000
Myanmar,2002,2.2,36.9,2060
Myanmar,2003,2.47,37.5,2090
Myanmar,2004,2.79,37,2140
Myanmar,2005,3.13,38.8,2210
Myanmar,2006,3.48,46.8,2280
Myanmar,2007,3.81,47.9,2370
Myanmar,2008,4.19,47,2410
Myanmar,2009,4.56,45.3,2500
Myanmar,2010,4.78,46.8,2530
Myanmar,2011,5.09,47.6,2570
Myanmar,2012,5.47,46.2,2570
Mongolia,1990,5.27,48.5,2190
Mongolia,1991,4.73,29,1850
Mongolia,1992,4.54,34.9,1850
Mongolia,1993,4.6,32.6,1850
Mongolia,1994,4.86,27.2,2030
Mongolia,1995,4.31,28,2040
Mongolia,1996,3.81,31.3,2030
Mongolia,1997,3.25,30.2,2100
Mongolia,1998,3.68,25.9,2140
Mongolia,1999,3.73,33.2,2180
Mongolia,2000,4.14,36,2220
Mongolia,2001,4.91,32.2,2230
Mongolia,2002,5.44,32.3,2220
Mongolia,2003,6.12,33.3,2230
Mongolia,2004,6.59,37,2250
Mongolia,2005,7.2,36.7,2290
Mongolia,2006,7.99,34.2,2340
Mongolia,2007,8.53,39.2,2380
Mongolia,2008,8.08,36.4,2450
Mongolia,2009,8.22,35.7,2430
Mongolia,2010,9.05,39.8,2450
Mongolia,2011,10.4,40.9,2490
Mongolia,2012,10.7,40.3,2510
Mozambique,1990,1.36,9.33,1710
Mozambique,1991,1.23,11.5,1690
Mozambique,1992,1.31,13.8,1700
Mozambique,1993,1.34,16,1680
Mozambique,1994,1.32,15.4,1850
Mozambique,1995,1.42,15,1940
Mozambique,1996,1.48,15.4,1970
Mozambique,1997,1.51,15.8,1990
Mozambique,1998,1.55,16.6,2000
Mozambique,1999,1.54,20.8,1990
Mozambique,2000,1.58,21,1980
Mozambique,2001,1.61,20.4,2040
Mozambique,2002,1.64,23.4,2090
Mozambique,2003,1.69,23.3,2060
Mozambique,2004,1.73,24,2040
Mozambique,2005,1.8,23.6,2110
Mozambique,2006,1.86,27.8,2080
Mozambique,2007,1.92,30.6,2160
Mozambique,2008,1.98,31.3,2170
Mozambique,2009,2.07,30.7,2240
Mozambique,2010,2.2,31.3,2260
Mozambique,2011,2.32,29.4,2300
Mozambique,2012,2.44,30.7,2280
Mauritania,1990,3.42,77.1,2520
Mauritania,1991,3.49,64.3,2540
Mauritania,1992,3.69,79.1,2600
Mauritania,1993,3.63,66.6,2530
Mauritania,1994,3.89,87.6,2580
Mauritania,1995,4.34,80.1,2600
Mauritania,1996,4.23,81.5,2620
Mauritania,1997,4.41,87.5,2660
Mauritania,1998,4.63,89.7,2640
Mauritania,1999,4.5,113,2630
Mauritania,2000,4.37,112,2630
Mauritania,2001,4.33,100,2640
Mauritania,2002,4.53,92.2,2710
Mauritania,2003,4.64,94,2600
Mauritania,2004,4.95,88.7,2630
Mauritania,2005,5.7,89.7,2600
Mauritania,2006,5.46,105,2730
Mauritania,2007,5.32,98.3,2770
Mauritania,2008,5.24,98.3,2760
Mauritania,2009,5.28,97.6,2800
Mauritania,2010,5.41,98,2810
Mauritania,2011,5.55,94.8,2870
Mauritania,2012,5.47,99.2,2880
Mauritius,1990,6.25,117,2790
Mauritius,1991,6.57,116,2810
Mauritius,1992,6.83,105,2790
Mauritius,1993,7.01,105,2830
Mauritius,1994,7.25,114,2900
Mauritius,1995,7.57,110,2870
Mauritius,1996,7.91,107,2830
Mauritius,1997,8.3,105,2860
Mauritius,1998,8.41,103,2860
Mauritius,1999,9.01,104,2900
Mauritius,2000,9.24,111,2950
Mauritius,2001,9.32,101,2950
Mauritius,2002,9.8,106,2960
Mauritius,2003,10.2,103,3020
Mauritius,2004,10.3,103,3010
Mauritius,2005,10.7,106,3020
Mauritius,2006,11.2,103,3080
Mauritius,2007,11.5,96.4,3000
Mauritius,2008,11.7,96.7,3120
Mauritius,2009,12,88,3150
Mauritius,2010,12.3,80.9,3060
Mauritius,2011,12.5,91.3,3010
Mauritius,2012,12.7,96,3070
Malawi,1990,3.45,41,1910
Malawi,1991,3.17,40.5,1800
Malawi,1992,3.47,36.5,1880
Malawi,1993,3.1,41.4,1900
Malawi,1994,3.59,44.8,2000
Malawi,1995,3.78,42.2,2020
Malawi,1996,3.83,42.8,2060
Malawi,1997,3.82,37.3,2120
Malawi,1998,3.52,34,2180
Malawi,1999,3.35,31.1,2200
Malawi,2000,2.65,33.3,2240
Malawi,2001,2.35,33.7,2170
Malawi,2002,2.14,34.1,2170
Malawi,2003,1.9,34.3,2170
Malawi,2004,1.83,34.1,2190
Malawi,2005,1.84,34.4,2270
Malawi,2006,1.86,34.5,2290
Malawi,2007,1.87,36.9,2320
Malawi,2008,1.89,32.4,2310
Malawi,2009,1.9,33.8,2330
Malawi,2010,1.95,21.9,2350
Malawi,2011,1.92,32,2330
Malawi,2012,1.99,22.6,2370
Malaysia,1990,13,105,2650
Malaysia,1991,13.2,105,2770
Malaysia,1992,13.3,112,2800
Malaysia,1993,13.5,120,2840
Malaysia,1994,13.7,137,2920
Malaysia,1995,16.1,149,2920
Malaysia,1996,17.1,133,2910
Malaysia,1997,14.7,129,2890
Malaysia,1998,14.4,129,2910
Malaysia,1999,15.6,114,2840
Malaysia,2000,15.4,119,2820
Malaysia,2001,15.3,106,2770
Malaysia,2002,15.8,109,2790
Malaysia,2003,16.3,98.7,2830
Malaysia,2004,16.9,84.8,2790
Malaysia,2005,17.2,97.5,2810
Malaysia,2006,17.7,107,2840
Malaysia,2007,18.3,110,2790
Malaysia,2008,18.4,116,2840
Malaysia,2009,19.7,117,2880
Malaysia,2010,22.1,117,2890
Malaysia,2011,23.7,121,2900
Malaysia,2012,25.2,121,2920
Namibia,1990,6.87,93.4,2070
Namibia,1991,7.17,94.4,2030
Namibia,1992,6.88,94.5,2000
Namibia,1993,6.84,96.4,2000
Namibia,1994,6.95,93.6,2030
Namibia,1995,7.02,82.1,2040
Namibia,1996,7.17,73.3,2080
Namibia,1997,7.26,67.5,2070
Namibia,1998,5.99,62.6,2170
Namibia,1999,6.1,62.4,2250
Namibia,2000,6.07,61.5,2270
Namibia,2001,6.27,60.8,2220
Namibia,2002,6.44,59.6,2250
Namibia,2003,7.07,59,2270
Namibia,2004,7.12,59.7,2240
Namibia,2005,7.43,57.5,2230
Namibia,2006,7.64,51.6,2220
Namibia,2007,7.69,42.9,2120
Namibia,2008,7.59,45.1,2060
Namibia,2009,8.06,46,2060
Namibia,2010,8.65,48.1,2090
Namibia,2011,9.25,54.2,2150
Namibia,2012,9.97,55.4,2170
Niger,1990,1.63,12.1,2090
Niger,1991,1.61,10,2070
Niger,1992,1.53,9.61,2040
Niger,1993,1.4,7.75,1990
Niger,1994,1.39,16.5,2060
Niger,1995,1.38,16.5,2100
Niger,1996,1.4,18.5,2170
Niger,1997,1.53,18.9,2190
Niger,1998,1.52,17.3,2220
Niger,1999,1.49,18.5,2330
Niger,2000,1.58,15.8,2340
Niger,2001,1.64,14.4,2310
Niger,2002,1.66,17.3,2400
Niger,2003,1.65,19.6,2450
Niger,2004,1.75,18.8,2440
Niger,2005,1.81,17.5,2440
Niger,2006,1.79,15.8,2460
Niger,2007,2.21,15.3,2520
Niger,2008,1.93,18.4,2520
Niger,2009,2.27,13.3,2530
Niger,2010,2.37,13.3,2530
Niger,2011,2.51,13.1,2570
Niger,2012,2.54,14.5,2550
Nigeria,1990,2.22,16.6,2340
Nigeria,1991,2.22,17,2430
Nigeria,1992,2.18,18.1,2520
Nigeria,1993,2.15,14,2500
Nigeria,1994,2.15,22.1,2560
Nigeria,1995,2.25,17,2560
Nigeria,1996,2.22,19.7,2600
Nigeria,1997,2.16,22,2630
Nigeria,1998,2.05,22.2,2630
Nigeria,1999,2.03,22,2610
Nigeria,2000,2.03,29.2,2610
Nigeria,2001,2.2,29.2,2610
Nigeria,2002,2.22,28.5,2610
Nigeria,2003,2.27,28.8,2660
Nigeria,2004,2.29,27.5,2710
Nigeria,2005,2.31,25.6,2730
Nigeria,2006,2.33,26.1,2720
Nigeria,2007,2.35,26.8,2720
Nigeria,2008,2.38,27.9,2680
Nigeria,2009,2.48,28.4,2710
Nigeria,2010,2.69,25.9,2710
Nigeria,2011,2.82,28.5,2670
Nigeria,2012,2.74,29.4,2700
Nicaragua,1990,5.82,64,1800
Nicaragua,1991,6.06,79.2,1790
Nicaragua,1992,5.76,78.9,1850
Nicaragua,1993,5.62,91.4,1930
Nicaragua,1994,5.57,93.1,1970
Nicaragua,1995,5.56,98.7,1980
Nicaragua,1996,5.62,95.5,1960
Nicaragua,1997,5.66,100,2070
Nicaragua,1998,5.44,98,2080
Nicaragua,1999,5.35,103,2130
Nicaragua,2000,5.19,103,2300
Nicaragua,2001,5.25,102,2290
Nicaragua,2002,5.18,101,2320
Nicaragua,2003,5.12,100,2360
Nicaragua,2004,5.13,100,2400
Nicaragua,2005,8.06,101,2410
Nicaragua,2006,8.14,100,2470
Nicaragua,2007,8.1,108,2470
Nicaragua,2008,7.93,108,2470
Nicaragua,2009,8.35,114,2510
Nicaragua,2010,8.68,118,2540
Nicaragua,2011,9.39,114,2560
Nicaragua,2012,10.1,116,2640
Netherlands,1990,42.1,166,3340
Netherlands,1991,40.7,156,3320
Netherlands,1992,39.3,150,3320
Netherlands,1993,39.7,138,3240
Netherlands,1994,40.4,133,3360
Netherlands,1995,41.7,128,3370
Netherlands,1996,42.9,129,3270
Netherlands,1997,44.5,128,3360
Netherlands,1998,46.3,127,3280
Netherlands,1999,46.6,126,3270
Netherlands,2000,46.7,126,3250
Netherlands,2001,47.5,126,3250
Netherlands,2002,46.7,131,3140
Netherlands,2003,46.7,130,3200
Netherlands,2004,47.2,128,3230
Netherlands,2005,50.1,127,3210
Netherlands,2006,52.5,128,3240
Netherlands,2007,52.5,126,3230
Netherlands,2008,51.7,129,3210
Netherlands,2009,51.1,129,3210
Netherlands,2010,50.5,125,3210
Netherlands,2011,49.8,124,3230
Netherlands,2012,48.8,122,3230
Norway,1990,39.5,115,3220
Norway,1991,39.6,118,3220
Norway,1992,39.7,120,3220
Norway,1993,39.9,121,3280
Norway,1994,40.1,121,3220
Norway,1995,42.8,120,3310
Norway,1996,44.1,126,3330
Norway,1997,45.3,125,3400
Norway,1998,46.9,127,3420
Norway,1999,48.8,126,3380
Norway,2000,49.5,123,3420
Norway,2001,50.7,121,3460
Norway,2002,52,117,3440
Norway,2003,54.9,112,3480
Norway,2004,56.3,104,3520
Norway,2005,54,101,3450
Norway,2006,59.7,103,3460
Norway,2007,61.9,105,3480
Norway,2008,61.9,103,3470
Norway,2009,62.1,105,3490
Norway,2010,65.2,110,3490
Norway,2011,66.7,114,3500
Norway,2012,70,120,3490
Nepal,1990,1.8,10.7,2220
Nepal,1991,1.83,11.2,2230
Nepal,1992,1.85,12.9,2190
Nepal,1993,1.95,7.09,2250
Nepal,1994,1.96,9.73,2240
Nepal,1995,2.06,10.8,2220
Nepal,1996,2.2,13.6,2270
Nepal,1997,2.25,12.2,2240
Nepal,1998,2.38,13.5,2310
Nepal,1999,2.61,14.2,2260
Nepal,2000,2.78,13.6,2280
Nepal,2001,2.7,13.3,2280
Nepal,2002,2.84,13.7,2340
Nepal,2003,2.92,13.8,2370
Nepal,2004,3.05,12.9,2410
Nepal,2005,3.26,13.8,2380
Nepal,2006,3.36,13.9,2430
Nepal,2007,3.37,12.7,2490
Nepal,2008,3.63,12.5,2530
Nepal,2009,3.96,11.8,2560
Nepal,2010,3.98,11.9,2610
Nepal,2011,4.63,12.5,2660
Nepal,2012,4.76,13,2670
New Zealand,1990,28.8,142,3200
New Zealand,1991,28.8,141,3190
New Zealand,1992,30.3,135,3230
New Zealand,1993,31.4,144,3170
New Zealand,1994,32.4,127,3210
New Zealand,1995,33.1,137,3200
New Zealand,1996,33.3,144,3220
New Zealand,1997,33.3,145,3210
New Zealand,1998,34.9,148,3190
New Zealand,1999,35.7,157,3170
New Zealand,2000,36.7,164,3120
New Zealand,2001,37.8,166,3120
New Zealand,2002,38.7,170,3120
New Zealand,2003,39.7,165,3160
New Zealand,2004,40.5,169,3180
New Zealand,2005,41.2,162,3150
New Zealand,2006,42.1,165,3180
New Zealand,2007,41.3,171,3210
New Zealand,2008,40.8,165,3140
New Zealand,2009,41,156,3140
New Zealand,2010,41.6,159,3140
New Zealand,2011,42.3,158,3130
New Zealand,2012,43.1,162,3140
Oman,1990,19.8,68.8,2330
Oman,1991,20.5,70,2410
Oman,1992,20.8,67.2,2320
Oman,1993,20.9,66.8,2400
Oman,1994,21.3,65.8,2360
Oman,1995,21.7,72.7,2400
Oman,1996,22.8,73.1,2360
Oman,1997,23.4,69.3,2540
Oman,1998,23.5,58.3,2630
Oman,1999,24.9,74.3,2590
Oman,2000,25.7,76.7,2680
Oman,2001,25,78,2630
Oman,2002,23.8,77.7,2630
Oman,2003,23.5,86.4,2660
Oman,2004,23.4,92.9,2720
Oman,2005,24,87.5,2770
Oman,2006,24.4,93.4,2830
Oman,2007,25.5,96.5,2940
Oman,2008,25.9,96.6,3030
Oman,2009,24.9,95.2,3060
Oman,2010,23.9,96.3,3080
Oman,2011,24.2,96.2,3120
Oman,2012,23.7,98.8,3140
Pakistan,1990,2.07,77.8,2220
Pakistan,1991,2.59,74.9,2330
Pakistan,1992,2.55,75.9,2350
Pakistan,1993,2.6,76.9,2400
Pakistan,1994,2.91,82.6,2390
Pakistan,1995,3.25,83.6,2410
Pakistan,1996,3.3,79.4,2400
Pakistan,1997,3.23,71,2370
Pakistan,1998,3.29,70.8,2420
Pakistan,1999,3.09,77.6,2400
Pakistan,2000,2.99,80.1,2310
Pakistan,2001,2.96,74,2260
Pakistan,2002,2.97,71.1,2310
Pakistan,2003,3.24,78.3,2340
Pakistan,2004,3.6,82.3,2360
Pakistan,2005,3.61,82.8,2380
Pakistan,2006,3.71,81.6,2420
Pakistan,2007,3.82,79.7,2420
Pakistan,2008,3.84,75.6,2430
Pakistan,2009,3.95,81.6,2430
Pakistan,2010,4.12,71.6,2430
Pakistan,2011,4.32,76.3,2430
Pakistan,2012,4.32,76,2440
Panama,1990,10.3,95.4,2200
Panama,1991,11.8,84.7,2300
Panama,1992,12.9,92.1,2340
Panama,1993,13.2,97.9,2340
Panama,1994,13.1,77.2,2230
Panama,1995,12.9,79.1,2250
Panama,1996,13.6,82.9,2180
Panama,1997,13,87.9,2390
Panama,1998,13.7,80.1,2210
Panama,1999,14.5,74.6,2130
Panama,2000,12.8,70.7,2270
Panama,2001,14,78,2350
Panama,2002,14.2,77.8,2370
Panama,2003,14.5,78.1,2250
Panama,2004,14.3,78.2,2330
Panama,2005,14.5,79.8,2350
Panama,2006,15.1,83.3,2470
Panama,2007,18.2,81.9,2520
Panama,2008,18.3,81.8,2520
Panama,2009,18.7,84.8,2580
Panama,2010,20.7,87.9,2650
Panama,2011,21,91.3,2700
Panama,2012,21.7,95.3,2730
Peru,1990,7.87,73.7,2180
Peru,1991,7.08,67.7,2140
Peru,1992,6.65,58.1,2160
Peru,1993,6.5,49.6,2210
Peru,1994,6.99,40,2200
Peru,1995,8.42,43.2,2270
Peru,1996,8.57,42.4,2320
Peru,1997,8.99,51,2260
Peru,1998,8.78,49,2270
Peru,1999,7.73,47.3,2370
Peru,2000,7.8,52.1,2320
Peru,2001,9.01,55.8,2340
Peru,2002,9.34,57.2,2280
Peru,2003,8.51,56.6,2300
Peru,2004,8.14,61.9,2410
Peru,2005,9.16,58.6,2430
Peru,2006,10.3,58.5,2460
Peru,2007,10.7,62.5,2530
Peru,2008,11.2,62,2560
Peru,2009,11.7,62,2620
Peru,2010,12.1,63.3,2630
Peru,2011,12.7,64,2680
Peru,2012,12.8,62.9,2700
Philippines,1990,4.48,71.2,2210
Philippines,1991,4.5,73.8,2250
Philippines,1992,4.51,76.4,2210
Philippines,1993,4.54,79,2310
Philippines,1994,4.8,76.6,2290
Philippines,1995,5.21,85.8,2360
Philippines,1996,5.7,77.9,2340
Philippines,1997,5.56,75.2,2290
Philippines,1998,5.45,75.9,2360
Philippines,1999,5.4,78.6,2390
Philippines,2000,5.42,73,2370
Philippines,2001,5.45,74.5,2390
Philippines,2002,5.49,76.3,2390
Philippines,2003,5.54,75.9,2460
Philippines,2004,5.56,70.1,2470
Philippines,2005,5.59,67.5,2510
Philippines,2006,5.73,68.2,2570
Philippines,2007,5.83,70.6,2580
Philippines,2008,5.87,62.7,2600
Philippines,2009,5.75,63.3,2580
Philippines,2010,5.74,65.7,2570
Philippines,2011,5.78,68.1,2580
Philippines,2012,5.9,64.6,2570
Poland,1990,15.6,106,3290
Poland,1991,15.2,109,3360
Poland,1992,8.9,124,3430
Poland,1993,8.07,118,3300
Poland,1994,12.5,113,3320
Poland,1995,6.23,118,3340
Poland,1996,10.6,119,3320
Poland,1997,13.7,120,3380
Poland,1998,13.5,119,3380
Poland,1999,13.5,125,3420
Poland,2000,13.3,126,3420
Poland,2001,13.5,126,3430
Poland,2002,14.9,126,3420
Poland,2003,15.5,123,3380
Poland,2004,13.9,119,3370
Poland,2005,14.8,119,3350
Poland,2006,15.7,119,3360
Poland,2007,16.8,115,3350
Poland,2008,17.1,119,3420
Poland,2009,17.3,119,3410
Poland,2010,17,120,3440
Poland,2011,16.9,122,3440
Poland,2012,17.1,122,3450
North Korea,1990,3.92,12.7,2370
North Korea,1991,3.59,11.4,2220
North Korea,1992,3.38,13.1,2280
North Korea,1993,3.26,9.64,2250
North Korea,1994,3.08,6.42,2100
North Korea,1995,2.94,5.95,2080
North Korea,1996,2.72,5.89,2130
North Korea,1997,2.68,4.71,2120
North Korea,1998,2.82,6.71,2110
North Korea,1999,2.81,7.31,2150
North Korea,2000,2.89,7.93,2100
North Korea,2001,2.9,7.5,2180
North Korea,2002,2.93,8.51,2190
North Korea,2003,2.97,8.33,2210
North Korea,2004,3.06,6.42,2180
North Korea,2005,3.01,7.36,2140
North Korea,2006,2.96,13.4,2110
North Korea,2007,3.04,15.5,2100
North Korea,2008,3,13.5,2090
North Korea,2009,2.97,12.9,2090
North Korea,2010,2.98,11.4,2100
North Korea,2011,3,10.8,2110
North Korea,2012,3.02,10.8,2090
Portugal,1990,21.4,84.1,3430
Portugal,1991,22.5,83,3410
Portugal,1992,22.7,86.1,3460
Portugal,1993,22.9,86.6,3490
Portugal,1994,22.9,79.6,3460
Portugal,1995,23.6,86.7,3510
Portugal,1996,24.3,85.7,3390
Portugal,1997,25.4,86.6,3510
Portugal,1998,26.5,89.5,3560
Portugal,1999,27.3,89.6,3540
Portugal,2000,27.4,89,3540
Portugal,2001,27.6,88.3,3530
Portugal,2002,27.4,89.8,3520
Portugal,2003,28.3,84.4,3540
Portugal,2004,28.2,84.1,3530
Portugal,2005,28.7,81.7,3520
Portugal,2006,28.9,79,3530
Portugal,2007,28.7,82.6,3540
Portugal,2008,29.3,79.5,3510
Portugal,2009,28.8,80.5,3500
Portugal,2010,27.6,77.8,3480
Portugal,2011,26,77.6,3470
Portugal,2012,25.9,78,3480
Paraguay,1990,14.2,60.7,2390
Paraguay,1991,14,62.3,2380
Paraguay,1992,13.8,66.3,2440
Paraguay,1993,14,69.1,2550
Paraguay,1994,13.8,69.6,2540
Paraguay,1995,14.1,68.6,2550
Paraguay,1996,14.8,66.9,2600
Paraguay,1997,14.2,66.8,2600
Paraguay,1998,13.4,73.3,2640
Paraguay,1999,13.1,67.9,2590
Paraguay,2000,13.7,67.5,2640
Paraguay,2001,11.1,68.1,2680
Paraguay,2002,12.6,71.2,2730
Paraguay,2003,12.3,68.6,2660
Paraguay,2004,12.9,69.7,2600
Paraguay,2005,12.1,69.5,2620
Paraguay,2006,12.9,68.6,2570
Paraguay,2007,13.5,70,2540
Paraguay,2008,13.1,70.6,2530
Paraguay,2009,14.2,70.7,2580
Paraguay,2010,15.7,71.5,2610
Paraguay,2011,15.6,70.7,2590
Paraguay,2012,17.4,69.6,2590
Romania,1990,12,70.5,2920
Romania,1991,10.5,73.3,2840
Romania,1992,7.47,71.2,3000
Romania,1993,4.48,73.2,2930
Romania,1994,8.6,70.3,3030
Romania,1995,8.75,73.9,3060
Romania,1996,7.88,58.9,3050
Romania,1997,8.09,61.3,3070
Romania,1998,5.49,62,3080
Romania,1999,5.3,69.4,3140
Romania,2000,5.84,72.5,3240
Romania,2001,6.04,70.9,3320
Romania,2002,6.41,73.8,3370
Romania,2003,7.14,76.8,3350
Romania,2004,7.54,77.5,3400
Romania,2005,7.71,85,3430
Romania,2006,8.44,74.8,3380
Romania,2007,10,67,3400
Romania,2008,10.2,69.5,3380
Romania,2009,9.77,69.2,3330
Romania,2010,9.57,68.2,3340
Romania,2011,9.76,69,3340
Romania,2012,9.82,70.1,3360
Rwanda,1990,1.87,4.68,1950
Rwanda,1991,2.1,4.72,1890
Rwanda,1992,2.06,5.35,1940
Rwanda,1993,1.08,4.89,1860
Rwanda,1994,1.49,4.61,1810
Rwanda,1995,1.63,5.14,1770
Rwanda,1996,1.74,9.94,1720
Rwanda,1997,1.74,9.65,1740
Rwanda,1998,1.69,7.18,1740
Rwanda,1999,1.73,3.97,1860
Rwanda,2000,1.8,7.64,1910
Rwanda,2001,1.95,6.02,2090
Rwanda,2002,1.96,5.48,2000
Rwanda,2003,2.06,3.29,1970
Rwanda,2004,2.19,5.21,2040
Rwanda,2005,2.29,8.2,2040
Rwanda,2006,2.31,10,2050
Rwanda,2007,2.35,8.79,2100
Rwanda,2008,2.37,11.9,2200
Rwanda,2009,2.4,14.9,2200
Rwanda,2010,2.43,14.3,2210
Rwanda,2011,2.51,18.9,2270
Rwanda,2012,2.55,14.1,2230
Saudi Arabia,1990,21.2,75.2,2870
Saudi Arabia,1991,22.6,77.7,2780
Saudi Arabia,1992,22.8,76,2740
Saudi Arabia,1993,23.6,74.5,2700
Saudi Arabia,1994,24.3,77,2850
Saudi Arabia,1995,25.6,78.7,2910
Saudi Arabia,1996,26.6,79.9,2980
Saudi Arabia,1997,28.1,79.4,3010
Saudi Arabia,1998,27.8,81.6,3070
Saudi Arabia,1999,30.2,84,3110
Saudi Arabia,2000,30.5,84.6,3080
Saudi Arabia,2001,30.3,84.2,3020
Saudi Arabia,2002,34.5,85.6,3000
Saudi Arabia,2003,38.1,84.6,2960
Saudi Arabia,2004,41.3,88.6,2990
Saudi Arabia,2005,43.5,89.4,3050
Saudi Arabia,2006,45.5,87.8,3050
Saudi Arabia,2007,49.7,88.8,3010
Saudi Arabia,2008,48.7,92.2,3010
Saudi Arabia,2009,48.3,90.7,3120
Saudi Arabia,2010,51.5,88.8,3100
Saudi Arabia,2011,52.7,88,3270
Saudi Arabia,2012,52.5,86.8,3260
Sudan,1990,2.48,44.4,2040
Sudan,1991,2.58,40.4,2020
Sudan,1992,2.63,39.6,2100
Sudan,1993,2.58,39.1,2140
Sudan,1994,2.67,38.1,2170
Sudan,1995,2.75,37,2160
Sudan,1996,2.96,32,2150
Sudan,1997,3.01,36.6,2170
Sudan,1998,3.02,37.1,2180
Sudan,1999,3.12,43,2210
Sudan,2000,3.23,45.5,2250
Sudan,2001,3.34,52.6,2280
Sudan,2002,3.5,53.7,2280
Sudan,2003,3.54,58.1,2270
Sudan,2004,3.7,65.3,2300
Sudan,2005,3.96,66.4,2330
Sudan,2006,4.3,63.5,2340
Sudan,2007,4.51,63.8,2340
